investigating_agency,roadway_number,building_number,roadway_name,roadway_suffix,roadway_direction,milepoint,intersection_roadway_number,intersection_roadway_name,between_street_number_1,between_street_name_1,between_street_number_2,between_street_name_2,units_involved,motor_vehicles_involved,weather,roadway_condition,hit_and_run_indicator,roadway_type,directional_analysis,manner_of_collision,roadway_character,light_condition,secondary_collision_indicator,date,latitude,longitude,injury_indicator,fatality_indicator,day_of_week
LOUISVILLE METRO POLICE DEPT,US0150,,DR W J HODGE,ST,,0.841,US0150T,MARKET,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-06-23 12:35:00-04:00,38.258351,-85.7849061,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,9TH,ST,S,0.441,,KENTUCKY,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2014-06-24 00:00:00-04:00,38.2405249,-85.7678111,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY3082,,BANK,ST,,0.928,,28TH,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-06-24 13:46:00-04:00,38.2703069,-85.7936655,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY2251,4032,BARDSTOWN,RD,,0.258,,,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-06-25 09:22:00-04:00,38.19241,-85.6476221,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY2050,,HERR,LN,,1.771,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-06-27 10:14:00-04:00,38.2788402,-85.6238445,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,KY3082,,BANK,ST,,1.274,,,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2014-06-28 22:10:00-04:00,38.2682129,-85.7879043,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,SOUTHERN HEIGHTS,AVE,E,0.312,,,,,,,2,2,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-03 20:18:00-04:00,38.1890757,-85.7578255,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,LONGFIELD,AVE,,1.154,,POWELL,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-04 18:22:00-04:00,38.1988089,-85.7896545,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,KY1865,,TAYLOR,BLVD,,5.762,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-07-04 23:50:00-04:00,38.1899864,-85.7833781,False,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,MARKET,ST,W,21.966,,,US0031E ,3RD,US0031W,2ND,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-09 12:02:00-04:00,38.2550049,-85.7547467,False,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0060A,,EASTERN,PKWY,,4.853,,DELOR,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2014-07-09 20:11:00-04:00,38.2171117,-85.7385799,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,SOUTHERN PKY,,,8.955,,KENTON,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2014-07-12 00:00:00-04:00,38.1981389,-85.7668827,False,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,WAYCROSS,AVE,,0.66,KY2053,MT WASHINGTON,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2014-07-14 20:33:00-04:00,38.0912207,-85.6550266,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,PRESTON,HWY,,6.339,,INDIAN,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-15 13:08:00-04:00,38.1687574,-85.7065798,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,MAIN,ST,E,17.343,KY0061,JACKSON,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-17 20:01:00-04:00,38.2552306,-85.7438409,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0150,,BROADWAY,,E,2.656,,1ST,,,,,2,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DUSK,False,2014-07-20 20:02:00-04:00,38.2457147,-85.7533729,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,KY3077,131,RIVER,RD,,0.583,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2014-07-21 00:36:00-04:00,38.2588179,-85.7504965,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,22ND,ST,S,20.209,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-21 16:47:00-04:00,38.2585352,-85.7865611,True,False,MONDAY
JEFFERSONTOWN POLICE DEPT,,,LETHBOROUGH,DR,,0.384,,MODESTO,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-07-23 21:51:00-04:00,38.1896176,-85.5869244,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,,LOUIS COLEMAN JR,,,,,,,MAGNOLIA,,WOODLAND,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-24 10:10:00-04:00,38.23795,-85.807016667,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY2052,,SHEPHERDSVILLE,RD,,0.34,,RONWOOD,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & HILLCREST,DAYLIGHT,False,2014-07-24 19:15:00-04:00,38.1436486,-85.6598524,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,4TH,ST,S,3.219,US0060A,WINKLER,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-28 14:49:00-04:00,38.2103886,-85.7646889,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,4TH,ST,S,0.247,,LIBERTY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2014-07-28 14:55:00-04:00,38.2530693,-85.7571514,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,KY0146,,LA GRANGE,RD,,2.922,,MILLGATE,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-29 08:21:00-04:00,38.2707579,-85.5746646,True,False,TUESDAY
ST. MATTHEWS POLICE DEPARTMENT,,,BROWNS,LN,,1.006,,KRESGE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-29 09:53:00-04:00,38.2414803,-85.6352989,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,BARDSTOWN,RD,,14.323,,DUKER,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-29 15:42:00-04:00,38.2303013,-85.7040399,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,MALCOLM,RD,,0.136,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-29 16:39:00-04:00,38.1776859,-85.8102489,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,US0060A,,LEXINGTON,RD,,8.763,,ALTA VISTA,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-07-31 10:15:00-04:00,38.2453683,-85.6878967,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY1865,,NEW CUT,RD,,2.33,,BAKERS,,,,,2,1,CLEAR,DRY,True,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,False,2014-08-01 12:05:00-04:00,38.1409595,-85.7742197,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,1900,ROANOKE,AVE,,0.015,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-03 19:34:00-04:00,38.2276331,-85.7002084,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,DIXIE,HWY,,0.909,,DUMESNIL,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-05 06:53:00-04:00,38.2364162,-85.7871666,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,3RD,ST,S,12.447,,MUHAMMAD ALI,,,,,2,1,RAINING,WET,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2014-08-08 06:38:00-04:00,38.2509522,-85.7558357,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,KINROSS,BLVD,,0.221,,ETHAN ALLEN,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-08 17:00:00-04:00,38.0607204,-85.8917303,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,QUIET,WAY,,0.102,,NORENE,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2014-08-08 21:29:00-04:00,38.1618318,-85.6818669,True,False,FRIDAY
ST. MATTHEWS POLICE DEPARTMENT,US0060,,SHELBYVILLE,RD,,4.851,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-09 16:05:00-04:00,38.2509702,-85.631815,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,OAK,ST,W,0.547,,7TH,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-09 18:30:00-04:00,38.2354917,-85.7653342,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,US0060,,SHELBYVILLE,RD,,10.981,,,,JUNEAU,KY2840,OLD SHELBYVILLE,2,1,CLOUDY,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-10 15:28:00-04:00,38.2443849,-85.5222997,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,ARCADE,AVE,,0.054,US0060A,TAYLOR,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,True,2014-08-10 20:00:00-04:00,38.2027579,-85.7820663,False,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,WURTELE,AVE,,0.316,,,,COLORADO,,LINDBERGH,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-12 18:16:00-04:00,38.2117112,-85.7790588,True,False,TUESDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,14.973,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-15 14:38:00-04:00,38.1877007,-85.8112202,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,SOUTHERN PKY,,,0.542,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-18 13:05:00-04:00,38.1754168,-85.7736916,True,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,3RD,ST,N,0.002,US0031W,MAIN,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-19 15:10:00-04:00,38.2564246,-85.7548881,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,,,WILSON,AVE,,0.845,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAWN,False,2014-08-22 07:30:00-04:00,38.2348921,-85.7905035,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,WHISPERING HILLS,BLVD,,0.087,,BILLIE,,,,,2,1,RAINING,WET,False,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,CURVE & HILLCREST,DARK-HWY LIGHTED/OFF,False,2014-08-22 23:55:00-04:00,38.1488918,-85.6583464,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,MUHAMMAD ALI,BLVD,E,0.73,KY0061,PRESTON,,,,,2,1,CLOUDY,WET,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-23 17:15:00-04:00,38.2500491,-85.746915,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,SOUTHERN PKY,,,9.15,,3RD,,,,,2,1,RAINING,WET,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-08-23 20:34:00-04:00,38.2006006,-85.7651065,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,MAGNOLIA,AVE,W,0.621,,7TH,,,,,2,1,CLEAR,DRY,False,COUNTY ROAD,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2014-08-24 17:09:00-04:00,38.2297726,-85.7676954,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,DIXIE,HWY,,1.008,,,,WILSON,,ORMSBY,2,1,RAINING,WET,False,COUNTY ROAD,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-08-26 21:15:00-04:00,38.2350546,-85.7877396,True,False,TUESDAY
UNIV. OF LOUISVILLE POLICE,,2100,FLOYD,ST,S,2.746,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-28 11:22:00-04:00,38.2157659,-85.7549757,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0060,,FRANKFORT,AVE,,2.16,,RESERVOIR,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-29 08:32:00-04:00,38.2545149,-85.6809143,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,KY1931,,7TH,ST,,10.281,,TENNESSEE,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-08-29 18:45:00-04:00,38.2176322,-85.7798889,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,24TH,ST,N,0.359,,,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2014-09-02 16:02:00-04:00,38.265341,-85.7882314,False,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,2ND,ST,S,11.413,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-04 12:06:00-04:00,38.2351799,-85.7571415,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,MANSLICK,CT,,0.039,,,,,,,2,1,CLOUDY,DRY,True,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2014-09-04 23:49:00-04:00,38.19171,-85.8015302,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,KY0907,,3RD,ST,,5.6,,,,CARTLEDGE,,TWIN WILLOWS,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY LIGHTED/OFF,False,2014-09-06 21:40:00-04:00,38.13834,-85.7841601,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,US0031E,,MARKET,ST,E,17.489,,FLOYD,,,,,2,1,CLEAR,DRY,True,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-07 17:41:00-04:00,38.2543042,-85.7481601,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,HANCOCK,ST,S,1.296,,,,KENTUCKY,,SAINT CATHERINE,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-10 15:39:00-04:00,38.2362327,-85.7451558,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,DIXIE,HWY,,13.205,,,,UPPER HUNTERS,,BONNYVILLE,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-11 16:20:00-04:00,38.1672878,-85.8291547,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,GARDINER,LN,,0.64,,,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2014-09-11 16:39:00-04:00,38.1969139,-85.6973096,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,3121,DEL PARK,TER,,0.053,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-13 14:38:00-04:00,38.2527039,-85.8037598,True,False,SATURDAY
ST. MATTHEWS POLICE DEPARTMENT,KY0146,7321,NEW LA GRANGE,RD,,0.136,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-13 19:20:00-04:00,38.2513551,-85.6159809,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,DIXIE,HWY,,1.495,,HILL,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-09-14 20:31:00-04:00,38.2283221,-85.7904476,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,,,4TH,ST,S,0.734,US0150,BROADWAY,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-16 17:14:00-04:00,38.2460788,-85.7583797,True,False,TUESDAY
ST. MATTHEWS POLICE DEPARTMENT,US0060,,SHELBYVILLE,RD,,3.928,,RIDGEWAY,,,,,2,1,RAINING,WET,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-09-16 23:15:00-04:00,38.2523899,-85.6491338,True,False,TUESDAY
LOUISVILLE METRO POLICE DEPT,KY1020,,NATIONAL,TPKE,,3.45,,GLENGARRY,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-17 17:37:00-04:00,38.1236481,-85.748482,True,False,WEDNESDAY
SHIVELY POLICE DEPARTMENT,US0031W,,DIXIE,HWY,,15.238,,GARRS,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-18 22:29:00-04:00,38.1908921,-85.808877,False,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0042,,BROWNSBORO,RD,,1.939,,IDLEWYLDE,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2014-09-20 12:14:00-04:00,38.2584215,-85.7002718,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,NORTON HEALTHCARE,BLVD,,0.375,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,False,2014-09-20 14:32:00-04:00,38.3148924,-85.5747049,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,KY2845,,MANSLICK,RD,E,0.08,,,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK-HWY LIGHTED/OFF,False,2014-09-20 20:50:00-04:00,38.1183364,-85.675714,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,RIVER,RD,,6.414,,,,SHIRLEY,,CARSLAW,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-21 15:28:00-04:00,38.343249,-85.6216464,True,False,SUNDAY
ST. MATTHEWS POLICE DEPARTMENT,US0060,5000,SHELBYVILLE,RD,,5.243,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-21 16:15:00-04:00,38.2503525,-85.6246135,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,KY1447,,WESTPORT,RD,,3.011,,,,ORMSBY,,APPLEWOOD,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & GRADE,DAYLIGHT,False,2014-09-25 11:30:00-04:00,38.2740339,-85.6090736,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,,,ST RITA,DR,,0.146,,NEWSTEAD,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,False,2014-09-25 21:20:00-04:00,38.1293075,-85.6787995,True,False,THURSDAY
LOUISVILLE METRO POLICE DEPT,US0031W,,DIXIE,HWY,,10.279,,,,,,,2,1,CLEAR,DRY,False,FEDERAL,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-09-30 12:52:00-04:00,38.1275382,-85.8501612,True,False,TUESDAY
JEFFERSONTOWN POLICE DEPT,KY0155,,TAYLORSVILLE,RD,,9.349,,WATTERSON,,,,,2,1,CLEAR,DRY,False,STATE,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-10-01 15:19:00-04:00,38.1942575,-85.5654457,True,False,WEDNESDAY
LOUISVILLE METRO POLICE DEPT,,3600,REGATTA,WAY,,0.141,,,,,,,2,1,CLEAR,DRY,False,LOCAL STREET,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-10-03 18:48:00-04:00,38.2371465,-85.8139676,True,False,FRIDAY
LOUISVILLE METRO POLICE DEPT,,,CRAIG,AVE,,0.414,,SOUTHERN HEIGHTS,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,True,2014-10-05 16:00:00-04:00,38.1898212,-85.7900132,True,False,SUNDAY
LOUISVILLE METRO POLICE DEPT,KY0061,,PRESTON,ST,S,12.339,,,US0150  ,BROADWAY,US0150,BROADWAY,2,1,CLOUDY,WET,False,STATE,COLLISION WITH BICYCLIST,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-10-06 12:00:00-04:00,38.2449037,-85.7476634,False,False,MONDAY
LOUISVILLE METRO POLICE DEPT,,,11TH,ST,S,0.735,US0150,BROADWAY,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-10-11 14:12:00-04:00,38.2473698,-85.7699405,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,HILLVIEW DR,,,,,SOUTHSIDE,,,,,2,1,CLOUDY,DRY,False,LOCAL STREET,COLLISION WITH BICYCLE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,False,2014-10-11 14:30:00-04:00,38.151833333,-85.759266667,True,False,SATURDAY
LOUISVILLE METRO POLICE DEPT,,,BURNETT,AVE,W,0.092,KY1020,2ND,,,,,2,1,CLEAR,DRY,True,LOCAL STREET,COLLISION WITH BICYCLE,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,False,2014-10-12 03:12:00-04:00,38.2269632,-85.7583849,True,False,SUNDAY
